order_id,customer_id,order_date,city,warehouse,distance_km,order_value,order_items,warehouse_load,promised_delivery_days,actual_delivery_days,is_delayed,delay_days,past_delays,is_returned,delivery_cost,return_cost,month,distance_segment,load_segment,delay_probability
ORD00624,CUST0560,2024-02-21 22:00:00,Kolkata,WH_East,451,36344,9,74,3,5,1,2,0,0,1152,0,2024-02,Long,Low,0.606574651117478
ORD00625,CUST0601,2024-02-22 00:00:00,Chennai,WH_East,295,19228,3,238,3,3,0,0,3,1,640,500,2024-02,Long,High,0.5226937479980277
ORD00626,CUST0488,2024-02-22 02:00:00,Mumbai,WH_East,184,33887,3,95,5,5,0,0,2,0,418,0,2024-02,Long,Low,0.6817945175399791
ORD00627,CUST0237,2024-02-22 04:00:00,Bangalore,WH_North,475,11594,2,103,5,6,1,1,2,0,1100,0,2024-02,Long,Medium,0.6084199406987795
ORD00628,CUST0885,2024-02-22 06:00:00,Bangalore,WH_South,384,2907,10,83,5,8,1,3,2,0,1118,0,2024-02,Long,Low,0.646309590317149
ORD00629,CUST0897,2024-02-22 08:00:00,Kolkata,WH_South,416,13144,3,133,5,5,0,0,3,0,882,0,2024-02,Long,Medium,0.5566559624495121
ORD00630,CUST0272,2024-02-22 10:00:00,Mumbai,WH_North,226,36272,1,184,3,5,1,2,1,0,702,0,2024-02,Long,High,0.7155474925533768
ORD00631,CUST0189,2024-02-22 12:00:00,Kolkata,WH_North,278,20798,4,111,3,2,0,0,2,0,606,0,2024-02,Long,Medium,0.5794125979478197
ORD00632,CUST0999,2024-02-22 14:00:00,Bangalore,WH_West,382,43946,8,106,7,7,0,0,0,0,814,0,2024-02,Long,Medium,0.48018612486242196
ORD00633,CUST0704,2024-02-22 16:00:00,Pune,WH_West,248,37307,5,142,5,5,0,0,0,0,546,0,2024-02,Long,Medium,0.5401181384558575
ORD00634,CUST0447,2024-02-22 18:00:00,Kolkata,WH_East,424,34572,2,165,7,7,0,0,5,0,898,0,2024-02,Long,High,0.4877176190328409
ORD00635,CUST0581,2024-02-22 20:00:00,Hyderabad,WH_East,421,38898,3,125,5,8,1,3,2,1,1192,500,2024-02,Long,Medium,0.730273927319463
ORD00636,CUST0790,2024-02-22 22:00:00,Pune,WH_North,452,29169,1,182,7,10,1,3,1,0,1254,0,2024-02,Long,High,0.7368496974842204
ORD00637,CUST0861,2024-02-23 00:00:00,Kolkata,WH_East,158,30661,2,125,3,5,1,2,1,0,566,0,2024-02,Long,Medium,0.7119936690649042
ORD00638,CUST0247,2024-02-23 02:00:00,Chennai,WH_South,308,7782,1,212,3,3,0,0,0,0,666,0,2024-02,Long,High,0.5982601937831352
ORD00639,CUST0963,2024-02-23 04:00:00,Kolkata,WH_North,428,27039,2,86,7,8,1,1,2,0,1006,0,2024-02,Long,Low,0.6906214268727341
ORD00640,CUST0076,2024-02-23 06:00:00,Chennai,WH_North,277,3807,3,237,2,2,0,0,1,0,604,0,2024-02,Long,High,0.4555450041353611
ORD00641,CUST0154,2024-02-23 08:00:00,Mumbai,WH_South,428,18245,1,242,5,5,0,0,1,0,906,0,2024-02,Long,High,0.44152084315407153
ORD00642,CUST0656,2024-02-23 10:00:00,Bangalore,WH_West,139,39933,11,193,7,8,1,1,4,0,428,0,2024-02,Medium,High,0.6344025928015622
ORD00643,CUST0435,2024-02-23 12:00:00,Pune,WH_West,317,37562,9,79,7,9,1,2,2,0,884,0,2024-02,Long,Low,0.6652477154617096
ORD00644,CUST0997,2024-02-23 14:00:00,Pune,WH_South,12,35055,10,91,2,2,0,0,1,0,74,0,2024-02,Short,Low,0.3495219634535026
ORD00645,CUST0086,2024-02-23 16:00:00,Delhi,WH_South,132,1573,5,110,3,3,0,0,1,0,314,0,2024-02,Medium,Medium,0.5115281849937741
ORD00646,CUST0697,2024-02-23 18:00:00,Delhi,WH_East,377,33183,8,97,7,11,1,4,1,1,1204,500,2024-02,Long,Low,0.652143777541458
ORD00647,CUST0285,2024-02-23 20:00:00,Bangalore,WH_North,60,26241,5,239,3,4,1,1,3,0,270,0,2024-02,Medium,High,0.7079800379002631
ORD00648,CUST0974,2024-02-23 22:00:00,Delhi,WH_East,130,22786,8,133,5,9,1,4,3,1,710,500,2024-02,Medium,Medium,0.6693696741636073
ORD00649,CUST0220,2024-02-24 00:00:00,Pune,WH_South,163,4099,7,142,2,7,1,5,0,0,876,0,2024-02,Long,Medium,0.6566957315511556
ORD00650,CUST0069,2024-02-24 02:00:00,Kolkata,WH_East,63,27793,12,241,3,4,1,1,2,0,276,0,2024-02,Medium,High,0.6114622096727446
ORD00651,CUST0047,2024-02-24 04:00:00,Mumbai,WH_South,62,15889,4,234,7,7,0,0,2,0,174,0,2024-02,Medium,High,0.5852762612272168
ORD00652,CUST0094,2024-02-24 06:00:00,Mumbai,WH_East,144,44613,7,117,2,4,1,2,1,0,538,0,2024-02,Medium,Medium,0.7039990776573672
ORD00653,CUST0750,2024-02-24 08:00:00,Bangalore,WH_East,180,12818,6,95,2,2,0,0,1,1,410,500,2024-02,Long,Low,0.5315698563612553
ORD00654,CUST0958,2024-02-24 10:00:00,Delhi,WH_West,419,49375,3,162,2,2,0,0,0,0,888,0,2024-02,Long,High,0.4254923161471938
ORD00655,CUST0453,2024-02-24 12:00:00,Kolkata,WH_South,112,3555,9,77,2,4,1,2,0,0,474,0,2024-02,Medium,Low,0.6394956273456898
ORD00656,CUST0204,2024-02-24 14:00:00,Mumbai,WH_East,215,17543,12,126,2,3,1,1,2,0,580,0,2024-02,Long,Medium,0.7366487357415469
ORD00657,CUST0912,2024-02-24 16:00:00,Mumbai,WH_North,451,6820,10,170,5,5,0,0,3,0,952,0,2024-02,Long,High,0.492148591833886
ORD00658,CUST0218,2024-02-24 18:00:00,Hyderabad,WH_East,78,39781,13,52,5,7,1,2,1,0,406,0,2024-02,Medium,Low,0.6392492870861788
ORD00659,CUST0474,2024-02-24 20:00:00,Hyderabad,WH_East,171,5142,9,86,2,4,1,2,2,0,592,0,2024-02,Long,Low,0.5741163568480443
ORD00660,CUST0432,2024-02-24 22:00:00,Pune,WH_North,464,27658,14,225,7,7,0,0,2,0,978,0,2024-02,Long,High,0.4898541255664977
ORD00661,CUST0341,2024-02-25 00:00:00,Mumbai,WH_South,408,9821,5,196,7,7,0,0,2,0,866,0,2024-02,Long,High,0.5713822318038865
ORD00662,CUST0551,2024-02-25 02:00:00,Bangalore,WH_West,361,14932,8,141,5,5,0,0,1,0,772,0,2024-02,Long,Medium,0.5096102905286586
ORD00663,CUST0612,2024-02-25 04:00:00,Chennai,WH_West,308,23257,7,132,3,3,0,0,3,0,666,0,2024-02,Long,Medium,0.5236609433444662
ORD00664,CUST0289,2024-02-25 06:00:00,Chennai,WH_West,237,37734,9,66,2,4,1,2,0,0,724,0,2024-02,Long,Low,0.7051285495237972
ORD00665,CUST0254,2024-02-25 08:00:00,Kolkata,WH_North,331,26544,7,170,7,9,1,2,3,1,912,500,2024-02,Long,High,0.6426408798223516
ORD00666,CUST0734,2024-02-25 10:00:00,Mumbai,WH_East,376,22471,4,136,5,7,1,2,2,0,1002,0,2024-02,Long,Medium,0.6649487790944907
ORD00667,CUST0357,2024-02-25 12:00:00,Mumbai,WH_South,186,44726,4,89,5,4,0,0,1,0,422,0,2024-02,Long,Low,0.4577476141172589
ORD00668,CUST0023,2024-02-25 14:00:00,Pune,WH_East,126,49147,11,227,3,3,0,0,1,0,302,0,2024-02,Medium,High,0.4572409973033275
ORD00669,CUST0762,2024-02-25 16:00:00,Mumbai,WH_West,338,26227,8,122,3,3,0,0,2,0,726,0,2024-02,Long,Medium,0.5747313278060259
ORD00670,CUST0522,2024-02-25 18:00:00,Bangalore,WH_East,207,23059,6,78,7,7,0,0,1,0,464,0,2024-02,Long,Low,0.6548041228376337
ORD00671,CUST0758,2024-02-25 20:00:00,Hyderabad,WH_North,459,8784,9,228,3,3,0,0,2,0,968,0,2024-02,Long,High,0.49741375700158336
ORD00672,CUST0837,2024-02-25 22:00:00,Mumbai,WH_North,33,44026,14,91,3,4,1,1,3,0,216,0,2024-02,Short,Low,0.6832116324044292
ORD00673,CUST0100,2024-02-26 00:00:00,Mumbai,WH_South,206,18165,10,78,2,2,0,0,1,0,462,0,2024-02,Long,Low,0.48293467461756295
ORD00674,CUST0802,2024-02-26 02:00:00,Pune,WH_South,97,27976,14,115,5,7,1,2,2,1,444,500,2024-02,Medium,Medium,0.7206952572580576
ORD00675,CUST0180,2024-02-26 04:00:00,Delhi,WH_West,333,11491,7,173,5,7,1,2,3,0,916,0,2024-02,Long,High,0.6523898562385636
ORD00676,CUST0223,2024-02-26 06:00:00,Pune,WH_South,360,20061,7,194,3,4,1,1,3,0,870,0,2024-02,Long,High,0.6314662101900982
ORD00677,CUST0906,2024-02-26 08:00:00,Pune,WH_East,180,5011,4,169,5,5,0,0,4,0,410,0,2024-02,Long,High,0.5083989354588653
ORD00678,CUST0762,2024-02-26 10:00:00,Bangalore,WH_North,334,11296,3,158,5,8,1,3,1,0,1018,0,2024-02,Long,High,0.596084604391503
ORD00679,CUST0659,2024-02-26 12:00:00,Kolkata,WH_North,215,4381,8,208,7,11,1,4,2,0,880,0,2024-02,Long,High,0.614390801836906
ORD00680,CUST0442,2024-02-26 14:00:00,Mumbai,WH_North,188,16168,7,141,5,5,0,0,3,0,426,0,2024-02,Long,Medium,0.572362907844489
ORD00681,CUST0608,2024-02-26 16:00:00,Pune,WH_South,99,35681,4,161,3,5,1,2,1,0,448,0,2024-02,Medium,High,0.6539367576100504
ORD00682,CUST0769,2024-02-26 18:00:00,Pune,WH_North,277,34812,13,101,7,10,1,3,0,0,904,0,2024-02,Long,Medium,0.5870639794799996
ORD00683,CUST0325,2024-02-26 20:00:00,Delhi,WH_North,141,28606,4,216,5,6,1,1,0,0,432,0,2024-02,Medium,High,0.6476566393596863
ORD00684,CUST0516,2024-02-26 22:00:00,Pune,WH_North,241,27722,1,109,5,5,0,0,0,0,532,0,2024-02,Long,Medium,0.6227512627385363
ORD00685,CUST0016,2024-02-27 00:00:00,Chennai,WH_West,357,16229,11,143,7,8,1,1,0,0,864,0,2024-02,Long,Medium,0.6316239966981078
ORD00686,CUST0792,2024-02-27 02:00:00,Kolkata,WH_West,422,5284,7,228,7,8,1,1,4,0,994,0,2024-02,Long,High,0.6229271625585495
ORD00687,CUST0336,2024-02-27 04:00:00,Mumbai,WH_South,433,38894,1,193,5,6,1,1,1,0,1016,0,2024-02,Long,High,0.6867072826634489
ORD00688,CUST0759,2024-02-27 06:00:00,Mumbai,WH_North,476,37782,10,147,2,6,1,4,2,0,1402,0,2024-02,Long,Medium,0.562118945322759
ORD00689,CUST0258,2024-02-27 08:00:00,Delhi,WH_South,269,34413,10,63,2,4,1,2,0,1,788,500,2024-02,Long,Low,0.6914792184584456
ORD00690,CUST0497,2024-02-27 10:00:00,Bangalore,WH_North,139,9602,4,219,5,5,0,0,3,0,328,0,2024-02,Medium,High,0.4609582562161162
ORD00691,CUST0988,2024-02-27 12:00:00,Mumbai,WH_North,148,44766,11,100,5,6,1,1,0,0,446,0,2024-02,Medium,Low,0.6350609220278787
ORD00692,CUST0896,2024-02-27 14:00:00,Chennai,WH_North,23,38718,14,73,7,9,1,2,1,1,296,500,2024-02,Short,Low,0.7354172444377276
ORD00693,CUST0160,2024-02-27 16:00:00,Mumbai,WH_South,235,18450,3,156,7,7,0,0,0,0,520,0,2024-02,Long,High,0.5631789906013219
ORD00694,CUST0475,2024-02-27 18:00:00,Chennai,WH_South,138,5007,11,220,5,5,0,0,0,0,326,0,2024-02,Medium,High,0.5088014835770006
ORD00695,CUST0852,2024-02-27 20:00:00,Kolkata,WH_North,118,46803,3,122,5,9,1,4,1,0,686,0,2024-02,Medium,Medium,0.5960238175741016
ORD00696,CUST0664,2024-02-27 22:00:00,Kolkata,WH_East,143,37516,12,196,5,6,1,1,3,0,436,0,2024-02,Medium,High,0.6805565466429546
ORD00697,CUST0908,2024-02-28 00:00:00,Hyderabad,WH_South,129,14023,1,133,5,5,0,0,0,0,308,0,2024-02,Medium,Medium,0.5396371168700277
ORD00698,CUST0690,2024-02-28 02:00:00,Hyderabad,WH_West,208,25167,4,110,2,2,0,0,1,0,466,0,2024-02,Long,Medium,0.5111667634599593
ORD00699,CUST0675,2024-02-28 04:00:00,Chennai,WH_South,65,4492,14,155,7,8,1,1,2,0,280,0,2024-02,Medium,High,0.5316444374962287
ORD00700,CUST0380,2024-02-28 06:00:00,Bangalore,WH_North,254,41790,1,143,3,4,1,1,6,0,658,0,2024-02,Long,Medium,0.7841476839139452
ORD00701,CUST0545,2024-02-28 08:00:00,Mumbai,WH_East,302,8527,14,112,5,5,0,0,2,0,654,0,2024-02,Long,Medium,0.6393004088436921
ORD00702,CUST0929,2024-02-28 10:00:00,Pune,WH_North,17,22644,13,203,5,6,1,1,2,0,184,0,2024-02,Short,High,0.5284122019980108
ORD00703,CUST0957,2024-02-28 12:00:00,Mumbai,WH_West,400,26030,13,144,5,5,0,0,2,0,850,0,2024-02,Long,Medium,0.5801945481148033
ORD00704,CUST0691,2024-02-28 14:00:00,Hyderabad,WH_South,259,45240,8,84,3,3,0,0,2,0,568,0,2024-02,Long,Low,0.5746947802816529
ORD00705,CUST0427,2024-02-28 16:00:00,Pune,WH_South,89,15805,1,116,7,8,1,1,2,0,328,0,2024-02,Medium,Medium,0.7613641393140987
ORD00706,CUST0613,2024-02-28 18:00:00,Chennai,WH_North,462,44061,12,105,7,7,0,0,4,0,974,0,2024-02,Long,Medium,0.46927023117180267
ORD00707,CUST0268,2024-02-28 20:00:00,Pune,WH_North,24,22231,14,89,5,8,1,3,2,0,398,0,2024-02,Short,Low,0.7333111566895589
ORD00708,CUST0835,2024-02-28 22:00:00,Mumbai,WH_West,54,21173,6,206,5,5,0,0,1,0,158,0,2024-02,Medium,High,0.5706067131435899
ORD00709,CUST0577,2024-02-29 00:00:00,Mumbai,WH_East,168,33797,7,183,7,9,1,2,1,0,586,0,2024-02,Long,High,0.6575241972246283
ORD00710,CUST0417,2024-02-29 02:00:00,Bangalore,WH_West,96,26342,10,229,3,3,0,0,3,0,242,0,2024-02,Medium,High,0.6461843666528888
ORD00711,CUST0168,2024-02-29 04:00:00,Delhi,WH_East,92,24327,14,178,5,5,0,0,1,0,234,0,2024-02,Medium,High,0.522172251783383
ORD00712,CUST0842,2024-02-29 06:00:00,Pune,WH_South,73,38002,12,229,3,5,1,2,3,0,396,0,2024-02,Medium,High,0.6327692204807883
ORD00713,CUST0043,2024-02-29 08:00:00,Hyderabad,WH_East,41,47166,2,73,3,4,1,1,3,0,232,0,2024-02,Short,Low,0.7685681928210722
ORD00714,CUST0556,2024-02-29 10:00:00,Hyderabad,WH_East,257,26673,4,151,7,9,1,2,1,0,764,0,2024-02,Long,High,0.6164666403951368
ORD00715,CUST0285,2024-02-29 12:00:00,Delhi,WH_South,256,19409,11,211,5,6,1,1,0,0,662,0,2024-02,Long,High,0.617880037255663
ORD00716,CUST0397,2024-02-29 14:00:00,Mumbai,WH_South,144,31507,14,164,2,3,1,1,2,0,438,0,2024-02,Medium,High,0.5785017791095622
ORD00717,CUST0012,2024-02-29 16:00:00,Bangalore,WH_South,359,13485,3,184,7,9,1,2,3,0,968,0,2024-02,Long,High,0.7049700737862308
ORD00718,CUST0607,2024-02-29 18:00:00,Bangalore,WH_West,385,23025,13,124,7,8,1,1,0,0,920,0,2024-02,Long,Medium,0.6838109941553496
ORD00719,CUST0302,2024-02-29 20:00:00,Hyderabad,WH_South,172,47257,13,60,2,3,1,1,2,0,494,0,2024-02,Long,Low,0.6331966000821285
ORD00720,CUST0898,2024-02-29 22:00:00,Bangalore,WH_North,58,36010,9,85,5,7,1,2,2,0,366,0,2024-02,Medium,Low,0.602157208589755
ORD00721,CUST0253,2024-03-01 00:00:00,Kolkata,WH_South,390,37903,14,197,3,7,1,4,4,0,1230,0,2024-03,Long,High,0.7383137473713414
ORD00722,CUST0499,2024-03-01 02:00:00,Delhi,WH_South,182,37693,7,112,3,3,0,0,0,1,414,500,2024-03,Long,Medium,0.5136012371046068
ORD00723,CUST0754,2024-03-01 04:00:00,Mumbai,WH_South,301,41929,2,129,3,4,1,1,2,1,752,500,2024-03,Long,Medium,0.6423934968564509
ORD00724,CUST0035,2024-03-01 06:00:00,Kolkata,WH_East,305,4330,11,240,5,5,0,0,2,0,660,0,2024-03,Long,High,0.5555098803642862
ORD00725,CUST0727,2024-03-01 08:00:00,Delhi,WH_West,363,1033,12,246,7,7,0,0,2,1,776,500,2024-03,Long,High,0.4069750437187153
ORD00726,CUST0849,2024-03-01 10:00:00,Chennai,WH_South,110,47518,6,137,7,8,1,1,2,0,370,0,2024-03,Medium,Medium,0.6906003237499053
ORD00727,CUST0090,2024-03-01 12:00:00,Pune,WH_West,141,21446,9,79,7,10,1,3,1,1,632,500,2024-03,Medium,Low,0.6977546824097403
ORD00728,CUST0776,2024-03-01 14:00:00,Hyderabad,WH_North,194,24004,12,207,7,8,1,1,0,0,538,0,2024-03,Long,High,0.654608291331467
ORD00729,CUST0605,2024-03-01 16:00:00,Bangalore,WH_North,132,45515,3,152,7,9,1,2,1,0,514,0,2024-03,Medium,High,0.7073941848789163
ORD00730,CUST0922,2024-03-01 18:00:00,Chennai,WH_South,346,28755,14,161,2,1,0,0,2,0,742,0,2024-03,Long,High,0.5285661640293423
ORD00731,CUST0970,2024-03-01 20:00:00,Bangalore,WH_North,51,37355,11,133,3,4,1,1,0,0,252,0,2024-03,Medium,Medium,0.609755476477089
ORD00732,CUST0602,2024-03-01 22:00:00,Kolkata,WH_West,9,42221,6,199,3,7,1,4,1,1,468,500,2024-03,Short,High,0.7203173444872778
ORD00733,CUST0418,2024-03-02 00:00:00,Mumbai,WH_East,464,46561,14,154,5,5,0,0,3,0,978,0,2024-03,Long,High,0.6248084724341882
ORD00734,CUST0115,2024-03-02 02:00:00,Mumbai,WH_South,261,42350,3,238,2,1,0,0,2,0,572,0,2024-03,Long,High,0.4959213573111952
ORD00735,CUST0617,2024-03-02 04:00:00,Mumbai,WH_North,304,35623,3,70,7,8,1,1,1,0,758,0,2024-03,Long,Low,0.7017380929646039
ORD00736,CUST0903,2024-03-02 06:00:00,Bangalore,WH_West,154,35223,4,86,7,9,1,2,2,0,558,0,2024-03,Long,Low,0.6708781272856743
ORD00737,CUST0196,2024-03-02 08:00:00,Chennai,WH_West,298,36239,9,76,7,8,1,1,0,0,746,0,2024-03,Long,Low,0.6965753416837756
ORD00738,CUST0826,2024-03-02 10:00:00,Mumbai,WH_North,247,6039,11,151,2,3,1,1,5,0,644,0,2024-03,Long,High,0.638058532214123
ORD00739,CUST0501,2024-03-02 12:00:00,Chennai,WH_West,279,7993,13,212,5,7,1,2,2,1,808,500,2024-03,Long,High,0.6396650312564968
ORD00740,CUST0626,2024-03-02 14:00:00,Bangalore,WH_West,212,36104,8,87,2,2,0,0,1,1,474,500,2024-03,Long,Low,0.5903770100067305
ORD00741,CUST0493,2024-03-02 16:00:00,Kolkata,WH_South,419,21811,1,109,5,7,1,2,2,0,1088,0,2024-03,Long,Medium,0.7329094400881544
ORD00742,CUST0075,2024-03-02 18:00:00,Chennai,WH_West,119,38207,13,119,3,3,0,0,1,0,288,0,2024-03,Medium,Medium,0.5268882944864248
ORD00743,CUST0413,2024-03-02 20:00:00,Kolkata,WH_North,199,4144,12,81,5,5,0,0,3,0,448,0,2024-03,Long,Low,0.4240129435610035
ORD00744,CUST0376,2024-03-02 22:00:00,Bangalore,WH_South,347,20945,11,129,3,5,1,2,5,0,944,0,2024-03,Long,Medium,0.6179199673045157
ORD00745,CUST0420,2024-03-03 00:00:00,Bangalore,WH_North,174,36434,1,204,5,8,1,3,5,0,698,0,2024-03,Long,High,0.7697822869667011
ORD00746,CUST0729,2024-03-03 02:00:00,Hyderabad,WH_East,383,10011,7,180,3,5,1,2,5,0,1016,0,2024-03,Long,High,0.49949139965513967
ORD00747,CUST0277,2024-03-03 04:00:00,Bangalore,WH_North,86,683,3,226,3,5,1,2,1,0,422,0,2024-03,Medium,High,0.6822749121878671
ORD00748,CUST0761,2024-03-03 06:00:00,Bangalore,WH_North,158,9975,14,151,7,7,0,0,5,0,366,0,2024-03,Long,High,0.6168759779404105
ORD00749,CUST0676,2024-03-03 08:00:00,Delhi,WH_South,145,19730,11,151,5,5,0,0,2,0,340,0,2024-03,Medium,High,0.6430817264707145
ORD00750,CUST0394,2024-03-03 10:00:00,Mumbai,WH_West,318,26508,7,79,7,7,0,0,3,0,686,0,2024-03,Long,Low,0.5845422901043971
ORD00751,CUST0869,2024-03-03 12:00:00,Hyderabad,WH_North,150,11832,9,71,3,6,1,3,2,0,650,0,2024-03,Medium,Low,0.6907659883702056
ORD00752,CUST0457,2024-03-03 14:00:00,Pune,WH_South,327,48441,3,68,7,10,1,3,2,0,1004,0,2024-03,Long,Low,0.6067887396961317
ORD00753,CUST0920,2024-03-03 16:00:00,Hyderabad,WH_East,126,43256,3,80,2,6,1,4,1,1,702,500,2024-03,Medium,Low,0.7040893560975567
ORD00754,CUST0192,2024-03-03 18:00:00,Hyderabad,WH_South,256,5222,2,69,7,7,0,0,1,0,562,0,2024-03,Long,Low,0.4998108750589692
ORD00755,CUST0739,2024-03-03 20:00:00,Pune,WH_South,347,15694,10,196,5,6,1,1,2,0,844,0,2024-03,Long,High,0.6502318758849165
ORD00756,CUST0689,2024-03-03 22:00:00,Delhi,WH_West,391,27131,1,179,7,8,1,1,0,1,932,500,2024-03,Long,High,0.7361933235681667
ORD00757,CUST0099,2024-03-04 00:00:00,Kolkata,WH_North,315,28412,9,89,2,4,1,2,6,0,880,0,2024-03,Long,Low,0.7389132587305529
ORD00758,CUST0548,2024-03-04 02:00:00,Bangalore,WH_East,93,17666,6,216,7,8,1,1,4,0,336,0,2024-03,Medium,High,0.6808292186373153
ORD00759,CUST0978,2024-03-04 04:00:00,Mumbai,WH_South,479,47340,6,140,3,5,1,2,0,0,1208,0,2024-03,Long,Medium,0.6398950926290773
ORD00760,CUST0999,2024-03-04 06:00:00,Chennai,WH_North,62,16476,8,121,3,3,0,0,1,0,174,0,2024-03,Medium,Medium,0.5453997831843396
ORD00761,CUST0096,2024-03-04 08:00:00,Pune,WH_North,496,39123,11,158,3,3,0,0,0,0,1042,0,2024-03,Long,High,0.4702058937198422
ORD00762,CUST0664,2024-03-04 10:00:00,Kolkata,WH_South,67,46562,5,231,5,5,0,0,0,0,184,0,2024-03,Medium,High,0.489638233366121
ORD00763,CUST0663,2024-03-04 12:00:00,Pune,WH_North,351,12546,9,76,7,6,0,0,3,0,752,0,2024-03,Long,Low,0.6299872918473898
ORD00764,CUST0190,2024-03-04 14:00:00,Bangalore,WH_South,312,33944,11,128,3,3,0,0,4,0,674,0,2024-03,Long,Medium,0.6310565312059162
ORD00765,CUST0736,2024-03-04 16:00:00,Delhi,WH_South,491,24134,5,189,7,7,0,0,3,0,1032,0,2024-03,Long,High,0.42825087943395973
ORD00766,CUST0037,2024-03-04 18:00:00,Pune,WH_South,477,4590,2,127,2,2,0,0,0,0,1004,0,2024-03,Long,Medium,0.5530669535556931
ORD00767,CUST0780,2024-03-04 20:00:00,Bangalore,WH_East,386,45766,6,248,2,3,1,1,1,0,922,0,2024-03,Long,High,0.6099001503045826
ORD00768,CUST0369,2024-03-04 22:00:00,Bangalore,WH_South,284,30508,9,66,5,8,1,3,1,0,918,0,2024-03,Long,Low,0.5637852449820181
ORD00769,CUST0695,2024-03-05 00:00:00,Delhi,WH_West,76,22607,3,133,7,10,1,3,2,0,502,0,2024-03,Medium,Medium,0.6328054650802752
ORD00770,CUST0525,2024-03-05 02:00:00,Hyderabad,WH_North,13,46045,10,187,2,2,0,0,4,0,76,0,2024-03,Short,High,0.5483261697192251
ORD00771,CUST0279,2024-03-05 04:00:00,Hyderabad,WH_East,370,8882,4,196,5,5,0,0,0,0,790,0,2024-03,Long,High,0.5097988906477653
ORD00772,CUST0217,2024-03-05 06:00:00,Mumbai,WH_North,425,48274,10,207,5,5,0,0,1,0,900,0,2024-03,Long,High,0.5209923982414878
ORD00773,CUST0867,2024-03-05 08:00:00,Mumbai,WH_East,98,9534,11,207,3,8,1,5,1,0,746,0,2024-03,Medium,High,0.6223803923546871
ORD00774,CUST0873,2024-03-05 10:00:00,Hyderabad,WH_West,377,9026,8,202,2,3,1,1,1,0,904,0,2024-03,Long,High,0.7143118381597676
ORD00775,CUST0798,2024-03-05 12:00:00,Kolkata,WH_East,343,24573,6,137,7,7,0,0,0,0,736,0,2024-03,Long,Medium,0.5459762151181752
ORD00776,CUST0273,2024-03-05 14:00:00,Chennai,WH_East,441,47198,13,123,2,5,1,3,4,0,1232,0,2024-03,Long,Medium,0.6338770883297407
ORD00777,CUST0881,2024-03-05 16:00:00,Bangalore,WH_East,340,1610,7,176,2,2,0,0,3,0,730,0,2024-03,Long,High,0.628965801912518
ORD00778,CUST0062,2024-03-05 18:00:00,Chennai,WH_North,156,16945,7,243,7,10,1,3,2,0,662,0,2024-03,Long,High,0.6620072233729352
ORD00779,CUST0596,2024-03-05 20:00:00,Bangalore,WH_South,496,886,4,151,7,7,0,0,2,0,1042,0,2024-03,Long,High,0.5314377287626391
ORD00780,CUST0880,2024-03-05 22:00:00,Hyderabad,WH_North,409,19084,12,145,3,3,0,0,3,0,868,0,2024-03,Long,Medium,0.49688676070902055
ORD00781,CUST0729,2024-03-06 00:00:00,Mumbai,WH_South,360,46174,6,212,5,6,1,1,2,0,870,0,2024-03,Long,High,0.6465643020746497
ORD00782,CUST0342,2024-03-06 02:00:00,Kolkata,WH_North,44,34951,12,100,7,10,1,3,2,0,438,0,2024-03,Short,Low,0.7009735809938793
ORD00783,CUST0397,2024-03-06 04:00:00,Mumbai,WH_West,363,48301,9,150,7,10,1,3,5,1,1076,500,2024-03,Long,Medium,0.5346573151040502
ORD00784,CUST0699,2024-03-06 06:00:00,Chennai,WH_West,499,48976,3,120,2,3,1,1,2,0,1148,0,2024-03,Long,Medium,0.7157994546377446
ORD00785,CUST0019,2024-03-06 08:00:00,Mumbai,WH_East,66,31049,8,120,7,7,0,0,2,1,182,500,2024-03,Medium,Medium,0.6076011051711655
ORD00786,CUST0177,2024-03-06 10:00:00,Hyderabad,WH_West,258,6821,7,204,7,8,1,1,3,0,666,0,2024-03,Long,High,0.6741507808086348
ORD00787,CUST0612,2024-03-06 12:00:00,Kolkata,WH_East,458,24940,4,59,2,7,1,5,1,0,1466,0,2024-03,Long,Low,0.6607438740375844
ORD00788,CUST0396,2024-03-06 14:00:00,Chennai,WH_South,73,32066,10,146,2,3,1,1,1,0,296,0,2024-03,Medium,Medium,0.5986899840574964
ORD00789,CUST0445,2024-03-06 16:00:00,Kolkata,WH_West,402,41946,13,220,2,4,1,2,3,0,1054,0,2024-03,Long,High,0.703628148213786
ORD00790,CUST0233,2024-03-06 18:00:00,Bangalore,WH_South,249,33021,3,232,3,4,1,1,0,0,648,0,2024-03,Long,High,0.678435477845497
ORD00791,CUST0915,2024-03-06 20:00:00,Mumbai,WH_North,369,45192,14,248,5,6,1,1,1,0,888,0,2024-03,Long,High,0.5622977430336709
ORD00792,CUST0076,2024-03-06 22:00:00,Kolkata,WH_South,174,24298,7,183,7,8,1,1,4,0,498,0,2024-03,Long,High,0.6447555215440189
ORD00793,CUST0265,2024-03-07 00:00:00,Delhi,WH_North,182,14065,10,55,2,4,1,2,3,1,614,500,2024-03,Long,Low,0.8046702808952223
ORD00794,CUST0455,2024-03-07 02:00:00,Mumbai,WH_South,193,23527,9,126,2,5,1,3,2,0,736,0,2024-03,Long,Medium,0.6380957299975002
ORD00795,CUST0796,2024-03-07 04:00:00,Bangalore,WH_South,264,42000,12,225,5,6,1,1,4,1,678,500,2024-03,Long,High,0.6992594511105962
